Date,Consensus Mean,Consensus High,Consensus Low,Actual,,,,
Aug-20-2021,6.34,7.1,5.1,7.98,,,,
Aug-21-2021,6.34,7.1,5.1,7.98,,,,
Aug-22-2021,6.34,7.1,5.1,7.98,,,,
Aug-23-2021,6.53,7.42,5.1,7.1,,,,
Aug-24-2021,6.5,7.42,5.1,6.59,,,,
Aug-25-2021,6.5,7.42,5.1,6.6,,,,
Aug-26-2021,6.5,7.42,5.1,6.68,,,,
Aug-27-2021,6.5,7.42,5.1,6.65,,,,
Aug-28-2021,6.5,7.42,5.1,6.65,,,,
Aug-29-2021,6.49,7.42,5.1,6.65,,,,
Aug-30-2021,6.54,7.42,5.1,6.74,,,,
Aug-31-2021,6.54,7.42,5.1,6.77,,,,
Sep-01-2021,6.54,7.42,5.1,6.78,,,,
Sep-02-2021,6.54,7.42,5.1,6.59,,,,
Sep-03-2021,6.54,7.42,5.1,6.7,,,,
Sep-04-2021,6.54,7.42,5.1,6.7,,,,
Sep-05-2021,6.54,7.42,5.1,6.7,,,,
Sep-06-2021,6.54,7.42,5.1,6.7,,,,
Sep-07-2021,6.61,7.42,5.1,6.74,,,,
Sep-08-2021,6.61,7.42,5.1,6.76,,,,
Sep-09-2021,6.61,7.42,5.1,6.58,,,,
Sep-10-2021,6.61,7.42,5.1,6.56,,,,
Sep-11-2021,6.61,7.42,5.1,6.56,,,,
Sep-12-2021,6.61,7.42,5.1,6.56,,,,
Sep-13-2021,6.68,7.42,5.1,6.59,,,,
Sep-14-2021,6.68,7.42,5.1,6.65,,,,
Sep-15-2021,6.68,7.42,5.1,6.74,,,,
Sep-16-2021,6.68,7.42,5.1,6.78,,,,
Sep-17-2021,6.68,7.42,5.1,6.78,,,,
Sep-18-2021,6.68,7.42,5.1,6.78,,,,
Sep-19-2021,6.68,7.42,5.1,6.78,,,,
Sep-20-2021,6.68,7.42,5.1,6.76,,,,
Sep-21-2021,6.68,7.42,5.1,6.85,,,,
Sep-22-2021,6.68,7.42,5.1,6.72,,,,
Sep-23-2021,6.68,7.42,5.1,6.86,,,,
Sep-24-2021,6.68,7.42,5.1,6.8,,,,
Sep-25-2021,6.68,7.42,5.1,6.8,,,,
Sep-26-2021,6.68,7.42,5.1,6.8,,,,
Sep-27-2021,6.68,7.42,5.1,6.87,,,,
Sep-28-2021,6.68,7.42,5.1,6.87,,,,
Sep-29-2021,6.68,7.42,5.1,6.76,,,,
Sep-30-2021,6.68,7.42,5.1,6.97,,,,
Oct-01-2021,6.68,7.42,5.1,6.95,,,,
Oct-02-2021,6.68,7.42,5.1,6.95,,,,
Oct-03-2021,6.69,7.42,5.1,6.95,,,,
Oct-04-2021,6.69,7.42,5.1,6.94,,,,
Oct-05-2021,6.69,7.42,5.1,6.9,,,,
Oct-06-2021,6.69,7.42,5.1,6.99,,,,
Oct-07-2021,6.69,7.42,5.1,7.02,,,,
Oct-08-2021,6.69,7.42,5.1,7.06,,,,
Oct-09-2021,6.69,7.42,5.1,7.06,,,,
Oct-10-2021,6.69,7.42,5.1,7.06,,,,
Oct-11-2021,6.69,7.42,5.1,6.92,,,,
Oct-12-2021,6.69,7.42,5.1,6.82,,,,
Oct-13-2021,6.69,7.42,5.1,6.93,,,,
Oct-14-2021,6.69,7.42,5.1,6.86,,,,
Oct-15-2021,6.69,7.42,5.1,6.84,,,,
Oct-16-2021,6.69,7.42,5.1,6.84,,,,
Oct-17-2021,6.69,7.42,5.1,6.84,,,,
Oct-18-2021,6.69,7.42,5.1,6.88,,,,
Oct-19-2021,6.69,7.42,5.1,6.86,,,,
Oct-20-2021,6.69,7.42,5.1,6.8,,,,
Oct-21-2021,6.69,7.42,5.1,6.91,,,,
Oct-22-2021,6.69,7.42,5.1,6.89,,,,
Oct-23-2021,6.69,7.42,5.1,6.89,,,,
Oct-24-2021,6.69,7.42,5.1,6.89,,,,
Oct-25-2021,6.69,7.42,5.1,6.82,,,,
Oct-26-2021,6.69,7.42,5.1,6.66,,,,
Oct-27-2021,6.69,7.42,5.1,6.74,,,,
Oct-28-2021,6.69,7.42,5.1,6.69,,,,
Oct-29-2021,6.69,7.42,5.1,6.62,,,,
Oct-30-2021,6.69,7.42,5.1,6.62,,,,
Oct-31-2021,6.69,7.42,5.1,6.62,,,,
Nov-01-2021,6.69,7.42,5.1,6.68,,,,
Nov-02-2021,6.69,7.42,5.1,6.72,,,,
Nov-03-2021,6.69,7.42,5.1,6.75,,,,
Nov-04-2021,6.76,7.63,5.1,7.14,,,,
Nov-05-2021,6.76,7.63,5.1,7.3,,,,
Nov-06-2021,6.76,7.63,5.1,7.3,,,,
Nov-07-2021,6.89,7.63,5.1,7.3,,,,
Nov-08-2021,6.9,7.66,5.1,7.3,,,,
Nov-09-2021,6.93,7.8,5.1,7.29,,,,
Nov-10-2021,6.93,7.8,5.1,7.27,,,,
Nov-11-2021,6.93,7.8,5.1,7.25,,,,
Nov-12-2021,6.93,7.8,5.1,7.15,,,,
Nov-13-2021,6.93,7.8,5.1,7.15,,,,
Nov-14-2021,6.93,7.8,5.1,7.15,,,,
Nov-15-2021,6.93,7.8,5.1,7.18,,,,
Nov-16-2021,6.93,7.8,5.1,7.01,,,,
Nov-17-2021,6.93,7.8,5.1,7.04,,,,
Nov-18-2021,6.93,7.8,5.1,7.09,,,,
Nov-19-2021,6.93,7.8,5.1,7.1,,,,
Nov-20-2021,6.93,7.8,5.1,7.1,,,,
Nov-21-2021,6.93,7.8,5.1,7.1,,,,
Nov-22-2021,6.93,7.8,5.1,7.09,,,,
Nov-23-2021,6.93,7.8,5.1,7.05,,,,
Nov-24-2021,6.93,7.8,5.1,7,,,,
Nov-25-2021,6.93,7.8,5.1,7.02,,,,
Nov-26-2021,6.93,7.8,5.1,6.88,,,,
Nov-27-2021,6.93,7.8,5.1,6.88,,,,
Nov-28-2021,6.93,7.8,5.1,6.88,,,,
Nov-29-2021,6.93,7.8,5.1,6.85,,,,
Nov-30-2021,6.93,7.8,5.1,7,,,,
Dec-01-2021,6.93,7.8,5.1,7.05,,,,
Dec-02-2021,6.93,7.8,5.1,6.93,,,,
Dec-03-2021,6.93,7.8,5.1,6.96,,,,
Dec-04-2021,6.93,7.8,5.1,6.96,,,,
Dec-05-2021,6.93,7.8,5.1,6.96,,,,
Dec-06-2021,6.93,7.8,5.1,6.93,,,,
Dec-07-2021,6.93,7.8,5.1,6.79,,,,
Dec-08-2021,6.93,7.8,5.1,6.69,,,,
Dec-09-2021,6.93,7.8,5.1,6.77,,,,
Dec-10-2021,6.93,7.8,5.1,7.1,,,,
Dec-11-2021,6.93,7.8,5.1,7.1,,,,
Dec-12-2021,6.93,7.8,5.1,7.1,,,,
Dec-13-2021,6.93,7.8,5.1,6.86,,,,
Dec-14-2021,6.93,7.8,5.1,7.05,,,,
Dec-15-2021,6.93,7.8,5.1,6.91,,,,
Dec-16-2021,6.93,7.8,5.1,6.9,,,,
Dec-17-2021,6.93,7.8,5.1,6.92,,,,
Dec-18-2021,6.93,7.8,5.1,6.92,,,,
Dec-19-2021,6.93,7.8,5.1,6.92,,,,
Dec-20-2021,6.93,7.8,5.1,6.9,,,,
Dec-21-2021,6.93,7.8,5.1,6.97,,,,
Dec-22-2021,6.93,7.8,5.1,6.93,,,,
Dec-23-2021,6.93,7.8,5.1,7.02,,,,
Dec-24-2021,6.93,7.8,5.1,7.03,,,,
Dec-25-2021,6.93,7.8,5.1,7.03,,,,
Dec-26-2021,6.93,7.8,5.1,7.03,,,,
Dec-27-2021,6.93,7.8,5.1,7.03,,,,
Dec-28-2021,6.93,7.8,5.1,7.03,,,,
Dec-29-2021,6.93,7.8,5.1,7.2,,,,
Dec-30-2021,6.93,7.8,5.1,7.13,,,,
Dec-31-2021,6.93,7.8,5.1,7.01,,,,
Jan-01-2022,6.93,7.8,5.1,7.01,,,,
Jan-02-2022,6.93,7.8,5.1,7.01,,,,
Jan-03-2022,6.93,7.8,5.1,7.01,,,,
Jan-04-2022,6.92,7.8,5.1,7.28,,,,
Jan-05-2022,6.92,7.8,5.1,7.16,,,,
Jan-06-2022,6.92,7.8,5.1,6.97,,,,
Jan-07-2022,6.92,7.8,5.1,7.23,,,,
Jan-08-2022,6.92,7.8,5.1,7.23,,,,
Jan-09-2022,6.92,7.8,5.1,7.23,,,,
Jan-10-2022,6.92,7.8,5.1,7.04,,,,
Jan-11-2022,6.92,7.8,5.1,7.01,,,,
Jan-12-2022,6.92,7.8,5.1,6.99,,,,
Jan-13-2022,6.92,7.8,5.1,6.89,,,,
Jan-14-2022,6.92,7.8,5.1,6.78,,,,
Jan-15-2022,6.92,7.8,5.1,6.78,,,,
Jan-16-2022,6.96,7.8,5.1,6.78,,,,
Jan-17-2022,6.96,7.8,5.1,6.82,,,,
Jan-18-2022,6.96,7.8,5.1,6.72,,,,
Jan-19-2022,6.96,7.8,5.1,6.84,,,,
Jan-20-2022,6.96,7.8,5.1,6.7,,,,
Jan-21-2022,6.96,7.8,5.1,6.54,,,,
Jan-22-2022,6.96,7.8,5.1,6.54,,,,
Jan-23-2022,6.96,7.8,5.1,6.54,,,,
Jan-24-2022,6.96,7.8,5.1,6.47,,,,
Jan-25-2022,6.96,7.8,5.1,6.34,,,,
Jan-26-2022,6.96,7.8,5.1,6.34,,,,
Jan-27-2022,6.96,7.8,5.1,6.28,,,,
Jan-28-2022,6.9,7.8,5.1,6.63,,,,
Jan-29-2022,6.9,7.8,5.1,6.63,,,,
Jan-30-2022,6.9,7.8,5.1,6.63,,,,
Jan-31-2022,6.9,7.8,5.1,6.23,,,,
Feb-01-2022,6.9,7.8,5.1,6.38,,,,
Feb-02-2022,6.9,7.8,5.1,6.36,,,,
Feb-03-2022,6.88,7.8,5.1,6.44,,,,
Feb-04-2022,6.88,7.8,5.1,6.52,,,,
Feb-05-2022,6.88,7.8,5.1,6.52,,,,
Feb-06-2022,6.88,7.8,5.1,6.52,,,,
Feb-07-2022,6.88,7.8,5.1,6.51,,,,
Feb-08-2022,6.88,7.8,5.1,6.5,,,,
Feb-09-2022,6.91,7.8,5.1,6.63,,,,
Feb-10-2022,6.91,7.8,5.1,6.7,,,,
Feb-11-2022,6.91,7.8,5.1,6.58,,,,
Feb-12-2022,6.91,7.8,5.1,6.58,,,,
Feb-13-2022,6.91,7.8,5.1,6.58,,,,
Feb-14-2022,6.91,7.8,5.1,6.57,,,,
Feb-15-2022,6.91,7.8,5.1,6.58,,,,
Feb-16-2022,6.91,7.8,5.1,6.72,,,,
Feb-17-2022,6.91,7.8,5.1,6.61,,,,
Feb-18-2022,6.91,7.8,5.1,6.64,,,,
Feb-19-2022,6.91,7.8,5.1,6.64,,,,
Feb-20-2022,6.91,7.8,5.1,6.64,,,,
Feb-21-2022,6.91,7.8,5.8,6.63,,,,
Feb-22-2022,6.88,7.8,5.8,6.78,,,,
Feb-23-2022,6.88,7.8,5.8,6.81,,,,
Feb-24-2022,6.88,7.8,5.8,6.65,,,,
Feb-25-2022,6.88,7.8,5.8,6.45,,,,
Feb-26-2022,6.88,7.8,5.8,6.45,,,,
Feb-27-2022,6.81,7.8,5.8,6.45,,,,
Feb-28-2022,6.81,7.8,5.8,6.53,,,,
Mar-01-2022,6.76,7.8,5.8,6.67,,,,
Mar-02-2022,6.76,7.8,5.8,6.48,,,,
Mar-03-2022,6.76,7.8,5.8,6.36,,,,
Mar-04-2022,6.76,7.8,5.8,6.34,,,,
Mar-05-2022,6.76,7.8,5.8,6.34,,,,
Mar-06-2022,6.76,7.8,5.8,6.34,,,,
Mar-07-2022,6.76,7.8,5.8,6.26,,,,
Mar-08-2022,6.76,7.8,5.8,6.25,,,,
Mar-09-2022,6.76,7.8,5.8,6.31,,,,
Mar-10-2022,6.76,7.8,5.8,6.32,,,,
Mar-11-2022,6.76,7.8,5.8,6.22,,,,
Mar-12-2022,6.76,7.8,5.8,6.22,,,,
Mar-13-2022,6.76,7.8,5.8,6.22,,,,
Mar-14-2022,6.76,7.8,5.8,6.48,,,,
Mar-15-2022,6.76,7.8,5.8,6.6,,,,
Mar-16-2022,6.76,7.8,5.8,6.75,,,,
Mar-17-2022,6.76,7.8,5.8,6.77,,,,
Mar-18-2022,6.76,7.8,5.8,6.64,,,,
Mar-19-2022,6.76,7.8,5.8,6.64,,,,
Mar-20-2022,6.76,7.8,5.8,6.64,,,,
Mar-21-2022,6.76,7.8,5.8,6.57,,,,
Mar-22-2022,6.76,7.8,5.8,6.5,,,,
Mar-23-2022,6.76,7.8,5.8,6.48,,,,
Mar-24-2022,6.76,7.8,5.8,6.42,,,,
Mar-25-2022,6.76,7.8,5.8,6.45,,,,
Mar-26-2022,6.76,7.8,5.8,6.45,,,,
Mar-27-2022,6.76,7.8,5.8,6.45,,,,
Mar-28-2022,6.76,7.8,5.8,6.38,,,,
Mar-29-2022,6.76,7.8,5.8,6.45,,,,
Mar-30-2022,6.76,7.8,5.8,6.43,,,,
Mar-31-2022,6.76,7.8,5.8,6.36,,,,
Apr-01-2022,6.76,7.8,5.8,6.28,,,,
Apr-02-2022,6.76,7.8,5.8,6.28,,,,
Apr-03-2022,6.76,7.8,5.8,6.28,,,,
Apr-04-2022,6.76,7.8,5.8,6.34,,,,
Apr-05-2022,6.76,7.8,5.8,6.44,,,,
Apr-06-2022,6.76,7.8,5.8,6.44,,,,
Apr-07-2022,6.76,7.8,5.8,6.42,,,,
Apr-08-2022,6.76,7.8,5.8,6.41,,,,
Apr-09-2022,6.76,7.8,5.8,6.41,,,,
Apr-10-2022,6.76,7.8,5.8,6.41,,,,
Apr-11-2022,6.75,7.8,5.8,6.45,,,,
Apr-12-2022,6.75,7.8,5.8,6.39,,,,
Apr-13-2022,6.75,7.8,5.8,6.39,,,,
Apr-14-2022,6.75,7.8,5.8,6.52,,,,
Apr-15-2022,6.75,7.8,5.8,6.52,,,,
Apr-16-2022,6.75,7.8,5.8,6.52,,,,
Apr-17-2022,6.75,7.8,5.8,6.52,,,,
Apr-18-2022,6.75,7.8,5.8,6.52,,,,
Apr-19-2022,6.75,7.8,5.8,6.63,,,,
Apr-20-2022,6.75,7.8,5.8,6.66,,,,
Apr-21-2022,6.75,7.8,5.8,6.83,,,,
Apr-22-2022,6.75,7.8,5.8,6.86,,,,
Apr-23-2022,6.75,7.8,5.8,6.86,,,,
Apr-24-2022,6.75,7.8,5.8,6.86,,,,
Apr-25-2022,6.75,7.8,5.8,6.86,,,,
Apr-26-2022,6.75,7.8,5.8,6.77,,,,
Apr-27-2022,6.75,7.8,5.8,6.99,,,,
Apr-28-2022,6.75,7.8,5.8,7.01,,,,
Apr-29-2022,6.75,7.8,5.8,7.08,,,,
Apr-30-2022,6.75,7.8,5.8,7.08,,,,
May-01-2022,6.75,7.8,5.8,7.08,,,,
May-02-2022,6.79,7.8,5.8,7.07,,,,
May-03-2022,6.79,7.8,5.8,7.02,,,,
May-04-2022,6.79,7.8,5.8,7.12,,,,
May-05-2022,6.82,8.1,5.8,7.23,,,,
May-06-2022,6.85,8.1,5.8,7.2,,,,
May-07-2022,6.85,8.1,5.8,7.2,,,,
May-08-2022,6.85,8.1,5.8,7.2,,,,
May-09-2022,6.84,8.1,5.8,7.13,,,,
May-10-2022,6.84,8.1,5.8,7.2,,,,
May-11-2022,6.84,8.1,5.8,7.24,,,,
May-12-2022,6.84,8.1,5.8,7.13,,,,
May-13-2022,6.84,8.1,5.8,7.28,,,,
May-14-2022,6.84,8.1,5.8,7.28,,,,
May-15-2022,6.84,8.1,5.8,7.28,,,,
May-16-2022,6.84,8.1,5.8,7.15,,,,
May-17-2022,6.84,8.1,5.8,7.25,,,,
May-18-2022,6.84,8.1,5.8,7.17,,,,
May-19-2022,6.84,8.1,5.8,7.15,,,,
May-20-2022,6.84,8.1,5.8,7.17,,,,
May-21-2022,6.84,8.1,5.8,7.17,,,,
May-22-2022,6.84,8.1,5.8,7.17,,,,
May-23-2022,6.84,8.1,5.8,7.2,,,,
May-24-2022,6.84,8.1,5.8,7.2,,,,
May-25-2022,6.84,8.1,5.8,7.42,,,,
May-26-2022,6.86,8.1,5.8,7.27,,,,
May-27-2022,6.86,8.1,5.8,7.36,,,,
May-28-2022,6.86,8.1,5.8,7.36,,,,
May-29-2022,6.86,8.1,5.8,7.36,,,,
May-30-2022,6.86,8.1,5.8,7.41,,,,
May-31-2022,6.86,8.1,5.8,7.39,,,,
Jun-01-2022,6.86,8.1,5.8,7.48,,,,
Jun-02-2022,6.86,8.1,5.8,7.37,,,,
Jun-03-2022,6.86,8.1,5.8,7.35,,,,
Jun-04-2022,6.86,8.1,5.8,7.35,,,,
Jun-05-2022,6.91,8.1,5.8,7.35,,,,
Jun-06-2022,6.91,8.1,5.8,7.35,,,,
Jun-07-2022,6.91,8.1,5.8,7.32,,,,
Jun-08-2022,6.91,8.1,5.8,7.44,,,,
Jun-09-2022,6.91,8.1,5.8,7.42,,,,
Jun-10-2022,6.91,8.1,5.8,7.17,,,,
Jun-11-2022,6.91,8.1,5.8,7.17,,,,
Jun-12-2022,6.91,8.1,5.8,7.17,,,,
Jun-13-2022,6.91,8.1,5.8,7.17,,,,
Jun-14-2022,6.91,8.1,5.8,7.02,,,,
Jun-15-2022,6.91,8.1,5.8,7.18,,,,
Jun-16-2022,6.91,8.1,5.8,7.24,,,,
Jun-17-2022,6.91,8.1,5.8,7.13,,,,
Jun-18-2022,6.91,8.1,5.8,7.13,,,,
Jun-19-2022,6.91,8.1,5.8,7.13,,,,
Jun-20-2022,6.91,8.1,5.8,7.12,,,,
Jun-21-2022,6.91,8.1,5.8,7.29,,,,
Jun-22-2022,6.91,8.1,5.8,7.24,,,,
Jun-23-2022,6.91,8.1,5.8,7.31,,,,
Jun-24-2022,6.91,8.1,5.8,7.37,,,,
Jun-25-2022,6.91,8.1,5.8,7.37,,,,
Jun-26-2022,6.91,8.1,5.8,7.37,,,,
Jun-27-2022,6.91,8.1,5.8,7.41,,,,
Jun-28-2022,6.91,8.1,5.8,7.44,,,,
Jun-29-2022,6.91,8.1,5.8,7.42,,,,
Jun-30-2022,6.91,8.1,5.8,7.38,,,,
Jul-01-2022,6.91,8.1,5.8,7.36,,,,
Jul-02-2022,6.91,8.1,5.8,7.36,,,,
Jul-03-2022,6.91,8.1,5.8,7.36,,,,
Jul-04-2022,6.91,8.1,5.8,7.46,,,,
Jul-05-2022,6.9,8.1,5.8,7.39,,,,
Jul-06-2022,6.9,8.1,5.8,7.51,,,,
Jul-07-2022,6.9,8.1,5.8,7.52,,,,
Jul-08-2022,6.9,8.1,5.8,7.46,,,,
Jul-09-2022,6.9,8.1,5.8,7.46,,,,
Jul-10-2022,6.9,8.1,5.8,7.46,,,,
Jul-11-2022,6.89,8.1,5.8,7.45,,,,
Jul-12-2022,6.89,8.1,5.8,7.66,,,,
Jul-13-2022,6.89,8.1,5.8,7.54,,,,
Jul-14-2022,6.89,8.1,5.8,7.54,,,,
Jul-15-2022,6.89,8.1,5.8,7.59,,,,
Jul-16-2022,6.89,8.1,5.8,7.59,,,,
Jul-17-2022,6.89,8.1,5.8,7.59,,,,
Jul-18-2022,6.89,8.1,5.8,7.41,,,,
Jul-19-2022,6.96,8.1,5.8,7.52,,,,
Jul-20-2022,6.96,8.1,5.8,7.28,,,,
Jul-21-2022,6.96,8.1,5.8,7.2,,,,
Jul-22-2022,6.96,8.1,5.8,7.25,,,,
Jul-23-2022,6.96,8.1,5.8,7.25,,,,
Jul-24-2022,6.96,8.1,5.8,7.25,,,,
Jul-25-2022,6.96,8.1,5.8,7.29,,,,
Jul-26-2022,6.96,7.9,5.8,7.41,,,,
Jul-27-2022,7.04,7.9,5.8,7.53,,,,
Jul-28-2022,7.04,7.9,5.8,7.32,,,,
Jul-29-2022,6.99,7.9,5.8,7.24,,,,
Jul-30-2022,6.99,7.9,5.8,7.24,,,,
Jul-31-2022,6.99,7.9,5.8,7.24,,,,
Aug-01-2022,6.99,7.9,5.8,7.16,,,,
Aug-02-2022,6.99,7.9,5.8,7.33,,,,
Aug-03-2022,6.99,7.9,5.8,7.29,,,,
Aug-04-2022,7,7.9,5.8,7.32,,,,
Aug-05-2022,7,7.9,5.8,7.29,,,,
Aug-06-2022,7,7.9,5.8,7.29,,,,
Aug-07-2022,7,7.9,5.8,7.29,,,,
Aug-08-2022,7,7.9,5.8,7.15,,,,
Aug-09-2022,7,7.9,5.8,7.23,,,,
Aug-10-2022,7,7.9,5.8,7.19,,,,
Aug-11-2022,7,7.9,5.8,7.19,,,,
Aug-12-2022,7,7.9,5.8,7.14,,,,
Aug-13-2022,7,7.9,5.8,7.14,,,,
Aug-14-2022,7,7.9,5.8,7.14,,,,
Aug-15-2022,7,7.9,5.8,6.95,,,,
Aug-16-2022,7,7.9,5.8,7.12,,,,
Aug-17-2022,7,7.9,5.8,7.13,,,,
Aug-18-2022,7,7.9,5.8,7.18,,,,
Aug-19-2022,7,7.9,5.8,7.27,,,,
Aug-20-2022,7,7.9,5.8,7.27,,,,
Aug-21-2022,7,7.9,5.8,7.27,,,,
Aug-22-2022,7.49,8.36,6.4,7.78,,,,
Aug-23-2022,7.51,8.36,6.4,7.81,,,,
Aug-24-2022,7.51,8.36,6.4,7.84,,,,
Aug-25-2022,7.51,8.36,6.4,7.86,,,,
Aug-26-2022,7.51,8.36,6.4,8.03,,,,
Aug-27-2022,7.51,8.36,6.4,8.03,,,,
Aug-28-2022,7.58,8.36,6.4,8.03,,,,
Aug-29-2022,7.58,8.36,6.4,7.81,,,,
Aug-30-2022,7.58,8.36,6.4,8.05,,,,
Aug-31-2022,7.58,8.36,6.4,8.18,,,,
Sep-01-2022,7.58,8.36,6.4,8.08,,,,
Sep-02-2022,7.58,8.36,6.4,8,,,,
Sep-03-2022,7.58,8.36,6.4,8,,,,
Sep-04-2022,7.58,8.36,6.4,8,,,,
Sep-05-2022,7.58,8.36,6.4,7.79,,,,
Sep-06-2022,7.58,8.36,6.4,7.77,,,,
Sep-07-2022,7.58,8.36,6.4,7.74,,,,
Sep-08-2022,7.58,8.36,6.4,7.69,,,,
Sep-09-2022,7.58,8.36,6.4,7.69,,,,
Sep-10-2022,7.58,8.36,6.4,7.69,,,,
Sep-11-2022,7.58,8.36,6.4,7.69,,,,
Sep-12-2022,7.65,8.36,6.4,7.74,,,,
Sep-13-2022,7.65,8.36,6.4,7.89,,,,
Sep-14-2022,7.65,8.36,6.4,7.82,,,,
Sep-15-2022,7.65,8.36,6.4,7.92,,,,
Sep-16-2022,7.65,8.36,6.4,7.95,,,,
Sep-17-2022,7.65,8.36,6.4,7.95,,,,
Sep-18-2022,7.65,8.36,6.4,7.95,,,,
Sep-19-2022,7.65,8.36,6.4,7.83,,,,
Sep-20-2022,7.65,8.36,6.4,7.77,,,,
Sep-21-2022,7.65,8.36,6.4,7.59,,,,
Sep-22-2022,7.65,8.36,6.4,7.59,,,,
Sep-23-2022,7.65,8.36,6.4,7.56,,,,
Sep-24-2022,7.65,8.36,6.4,7.56,,,,
Sep-25-2022,7.65,8.36,6.4,7.56,,,,
Sep-26-2022,7.65,8.36,6.4,7.42,,,,
Sep-27-2022,7.65,8.36,6.4,7.35,,,,
Sep-28-2022,7.65,8.36,6.4,7.4,,,,
Sep-29-2022,7.65,8.36,6.4,7.49,,,,
Sep-30-2022,7.65,8.36,6.4,7.43,,,,
Oct-01-2022,7.65,8.36,6.4,7.43,,,,
Oct-02-2022,7.65,8.36,6.4,7.43,,,,
Oct-03-2022,7.65,8.36,6.4,7.35,,,,
Oct-04-2022,7.65,8.36,6.4,7.46,,,,
Oct-05-2022,7.65,8.36,6.4,7.5,,,,
Oct-06-2022,7.65,8.36,6.4,7.55,,,,
Oct-07-2022,7.65,8.36,6.4,7.48,,,,
Oct-08-2022,7.65,8.36,6.4,7.48,,,,
Oct-09-2022,7.65,8.36,6.4,7.48,,,,
Oct-10-2022,7.65,8.36,6.4,7.46,,,,
Oct-11-2022,7.65,8.36,6.4,7.51,,,,
Oct-12-2022,7.63,8.36,6.9,7.51,,,,
Oct-13-2022,7.63,8.36,6.9,6.61,,,,
Oct-14-2022,7.63,8.36,6.9,6.91,,,,
Oct-15-2022,7.63,8.36,6.9,6.91,,,,
Oct-16-2022,7.6,8.36,6.9,6.91,,,,
Oct-17-2022,7.6,8.36,6.9,6.72,,,,
Oct-18-2022,7.6,8.27,6.9,6.74,,,,
Oct-19-2022,7.6,8.27,6.9,6.85,,,,
Oct-20-2022,7.6,8.27,6.9,6.81,,,,
Oct-21-2022,7.6,8.27,6.9,6.7,,,,
Oct-22-2022,7.6,8.27,6.9,6.7,,,,
Oct-23-2022,7.6,8.27,6.9,6.7,,,,
Oct-24-2022,7.6,8.27,6.9,6.77,,,,
Oct-25-2022,7.6,8.27,6.9,6.76,,,,
Oct-26-2022,7.6,8.27,6.9,6.76,,,,
Oct-27-2022,7.6,8.27,6.9,6.67,,,,
Oct-28-2022,7.6,8.27,6.9,6.52,,,,
Oct-29-2022,7.6,8.27,6.9,6.52,,,,
Oct-30-2022,7.59,8.27,6.9,6.52,,,,
Oct-31-2022,7.59,8.27,6.9,6.67,,,,
Nov-01-2022,7.59,8.27,6.9,6.85,,,,
Nov-02-2022,7.59,8.27,6.9,6.96,,,,
Nov-03-2022,7.59,8.27,6.9,6.91,,,,
Nov-04-2022,7.59,8.27,6.9,6.81,,,,
Nov-05-2022,7.59,8.27,6.9,6.81,,,,
Nov-06-2022,7.59,8.27,6.9,6.81,,,,
Nov-07-2022,7.59,8.27,6.9,6.91,,,,
Nov-08-2022,7.59,8.27,6.9,6.89,,,,
Nov-09-2022,7.59,8.27,6.9,6.97,,,,
Nov-10-2022,7.59,8.27,6.9,6.89,,,,
Nov-11-2022,7.59,8.27,6.9,6.84,,,,
Nov-12-2022,7.59,8.27,6.9,6.84,,,,
Nov-13-2022,7.59,8.27,6.9,6.84,,,,
Nov-14-2022,7.59,8.27,6.9,6.71,,,,
Nov-15-2022,7.59,8.27,6.9,6.81,,,,
Nov-16-2022,7.59,8.27,6.9,6.74,,,,
Nov-17-2022,7.59,8.27,6.9,6.9,,,,
Nov-18-2022,7.62,8.54,6.9,7.12,,,,
Nov-19-2022,7.62,8.54,6.9,7.12,,,,
Nov-20-2022,7.58,8.54,6.9,7.12,,,,
Nov-21-2022,7.58,8.54,6.9,7.24,,,,
Nov-22-2022,7.58,8.54,6.9,7.2,,,,
Nov-23-2022,7.58,8.54,6.9,7.22,,,,
Nov-24-2022,7.58,8.54,6.9,7.15,,,,
Nov-25-2022,7.58,8.54,6.9,7.2,,,,
Nov-26-2022,7.58,8.54,6.9,7.2,,,,
Nov-27-2022,7.58,8.54,6.9,7.2,,,,
Nov-28-2022,7.58,8.54,6.9,7.25,,,,
Nov-29-2022,7.58,8.54,6.9,7.2,,,,
Nov-30-2022,7.58,8.54,6.9,7.3,,,,
Dec-01-2022,7.58,8.54,6.9,7.23,,,,
Dec-02-2022,7.58,8.54,6.9,7.13,,,,
Dec-03-2022,7.58,8.54,6.9,7.13,,,,
Dec-04-2022,7.58,8.54,6.9,7.13,,,,
Dec-05-2022,7.58,8.54,6.9,7.08,,,,
Dec-06-2022,7.58,8.54,6.9,7.06,,,,
Dec-07-2022,7.58,8.54,6.9,7.23,,,,
Dec-08-2022,7.58,8.54,6.9,7.17,,,,
Dec-09-2022,7.58,8.54,6.9,7.2,,,,
Dec-10-2022,7.58,8.54,6.9,7.2,,,,
Dec-11-2022,7.58,8.54,6.9,7.2,,,,
Dec-12-2022,7.56,8.54,6.9,7.17,,,,
Dec-13-2022,7.56,8.54,6.9,7.23,,,,
Dec-14-2022,7.56,8.54,6.9,7.28,,,,
Dec-15-2022,7.56,8.54,6.9,7.21,,,,
Dec-16-2022,7.56,8.54,6.9,7.27,,,,
Dec-17-2022,7.56,8.54,6.9,7.27,,,,
