Date,Consensus Mean,Consensus High,Consensus Low,Actual,,,,
Dec-18-2022,7.56,8.54,6.9,7.27,,,,
Dec-19-2022,7.56,8.54,6.9,7.34,,,,
Dec-20-2022,7.56,8.54,6.9,7.25,,,,
Dec-21-2022,7.56,8.54,6.9,7.44,,,,
Dec-22-2022,7.56,8.54,6.9,7.7,,,,
Dec-23-2022,7.56,8.54,6.9,7.73,,,,
Dec-24-2022,7.56,8.54,6.9,7.73,,,,
Dec-25-2022,7.56,8.54,6.9,7.73,,,,
Dec-26-2022,7.56,8.54,6.9,7.73,,,,
Dec-27-2022,7.56,8.54,6.9,7.73,,,,
Dec-28-2022,7.56,8.54,6.9,7.77,,,,
Dec-29-2022,7.56,8.54,6.9,7.76,,,,
Dec-30-2022,7.56,8.54,6.9,7.75,,,,
Dec-31-2022,7.56,8.54,6.9,7.75,,,,
Jan-01-2023,7.56,8.54,6.9,7.75,,,,
Jan-02-2023,7.56,8.54,6.9,7.75,,,,
Jan-03-2023,7.56,8.54,6.9,7.61,,,,
Jan-04-2023,7.56,8.54,6.9,7.79,,,,
Jan-05-2023,7.56,8.54,6.9,7.69,,,,
Jan-06-2023,7.56,8.54,6.9,7.67,,,,
Jan-07-2023,7.56,8.54,6.9,7.67,,,,
Jan-08-2023,7.56,8.54,6.9,7.67,,,,
Jan-09-2023,7.56,8.54,6.9,7.63,,,,
Jan-10-2023,7.58,8.54,6.9,7.56,,,,
Jan-11-2023,7.58,8.54,6.9,7.58,,,,
Jan-12-2023,7.62,8.54,6.9,7.67,,,,
Jan-13-2023,7.62,8.54,6.9,7.7,,,,
Jan-14-2023,7.62,8.54,6.9,7.7,,,,
Jan-15-2023,7.59,8.35,6.9,7.7,,,,
Jan-16-2023,7.59,8.35,6.9,7.66,,,,
Jan-17-2023,7.59,8.35,6.9,7.7,,,,
Jan-18-2023,7.59,8.35,6.9,7.73,,,,
Jan-19-2023,7.59,8.35,6.9,7.79,,,,
Jan-20-2023,7.59,8.35,6.9,7.78,,,,
Jan-21-2023,7.59,8.35,6.9,7.78,,,,
Jan-22-2023,7.6,8.35,6.9,7.78,,,,
Jan-23-2023,7.61,8.35,6.9,7.85,,,,
Jan-24-2023,7.61,8.35,6.9,7.89,,,,
Jan-25-2023,7.64,8.35,6.9,7.89,,,,
Jan-26-2023,7.64,8.35,6.9,7.89,,,,
Jan-27-2023,7.64,8.35,6.9,7.94,,,,
Jan-28-2023,7.64,8.35,6.9,7.94,,,,
Jan-29-2023,7.64,8.35,6.9,7.94,,,,
Jan-30-2023,7.64,8.35,6.9,7.8,,,,
Jan-31-2023,7.64,8.35,6.9,7.87,,,,
Feb-01-2023,7.65,8.35,6.9,7.8,,,,
Feb-02-2023,7.65,8.35,6.9,7.74,,,,
Feb-03-2023,7.65,8.35,6.9,7.74,,,,
Feb-04-2023,7.65,8.35,6.9,7.74,,,,
Feb-05-2023,7.68,8.35,6.9,7.74,,,,
Feb-06-2023,7.68,8.35,6.9,7.86,,,,
Feb-07-2023,7.68,8.35,6.9,7.94,,,,
Feb-08-2023,7.68,8.35,6.9,8.04,,,,
Feb-09-2023,7.68,8.35,6.9,7.96,,,,
Feb-10-2023,7.68,8.35,6.9,8.01,,,,
Feb-11-2023,7.68,8.35,6.9,8.01,,,,
Feb-12-2023,7.68,8.35,6.9,8.01,,,,
Feb-13-2023,7.68,8.35,6.9,8,,,,
Feb-14-2023,7.68,8.35,6.9,7.9,,,,
Feb-15-2023,7.68,8.35,6.9,7.98,,,,
Feb-16-2023,7.68,8.35,6.9,8.04,,,,
Feb-17-2023,7.68,8.35,6.9,7.94,,,,
Feb-18-2023,7.68,8.35,6.9,7.94,,,,
Feb-19-2023,7.68,8.35,6.9,7.94,,,,
Feb-20-2023,7.62,8.5,6.95,7.02,,,,
Feb-21-2023,7.62,8.5,6.95,7.17,,,,
Feb-22-2023,7.62,8.5,6.95,7.33,,,,
Feb-23-2023,7.62,8.5,6.95,7.42,,,,
Feb-24-2023,7.62,8.5,6.95,7.44,,,,
Feb-25-2023,7.62,8.5,6.95,7.44,,,,
Feb-26-2023,7.64,8.5,6.95,7.44,,,,
Feb-27-2023,7.64,8.5,6.95,7.49,,,,
Feb-28-2023,7.64,8.5,6.95,7.6,,,,
Mar-01-2023,7.64,8.5,6.95,7.58,,,,
Mar-02-2023,7.64,8.5,6.95,7.47,,,,
Mar-03-2023,7.64,8.5,6.95,7.39,,,,
Mar-04-2023,7.64,8.5,6.95,7.39,,,,
Mar-05-2023,7.64,8.5,6.95,7.39,,,,
Mar-06-2023,7.64,8.5,6.95,7.3,,,,
Mar-07-2023,7.64,8.5,6.95,7.31,,,,
Mar-08-2023,7.64,8.5,6.95,7.22,,,,
Mar-09-2023,7.64,8.5,6.95,7.36,,,,
Mar-10-2023,7.64,8.5,6.95,7.25,,,,
Mar-11-2023,7.64,8.5,6.95,7.25,,,,
Mar-12-2023,7.64,8.5,6.95,7.25,,,,
Mar-13-2023,7.64,8.5,6.95,7.04,,,,
Mar-14-2023,7.64,8.5,6.95,6.88,,,,
Mar-15-2023,7.64,8.5,6.95,7,,,,
Mar-16-2023,7.64,8.5,6.95,6.99,,,,
Mar-17-2023,7.64,8.5,6.95,6.89,,,,
Mar-18-2023,7.64,8.5,6.95,6.89,,,,
Mar-19-2023,7.64,8.5,6.95,6.89,,,,
Mar-20-2023,7.64,8.5,6.95,6.81,,,,
Mar-21-2023,7.64,8.5,6.95,6.83,,,,
Mar-22-2023,7.64,8.5,6.95,6.97,,,,
Mar-23-2023,7.64,8.5,6.95,7,,,,
Mar-24-2023,7.64,8.5,6.95,6.93,,,,
Mar-25-2023,7.64,8.5,6.95,6.93,,,,
Mar-26-2023,7.64,8.5,6.95,6.93,,,,
Mar-27-2023,7.64,8.5,6.95,7,,,,
Mar-28-2023,7.64,8.5,6.95,6.92,,,,
Mar-29-2023,7.64,8.5,6.95,6.97,,,,
Mar-30-2023,7.64,8.5,6.95,6.98,,,,
Mar-31-2023,7.64,8.5,6.95,7.05,,,,
Apr-01-2023,7.64,8.5,6.95,7.05,,,,
Apr-02-2023,7.64,8.5,6.95,7.05,,,,
Apr-03-2023,7.64,8.5,6.95,7.06,,,,
Apr-04-2023,7.64,8.5,6.95,7.16,,,,
Apr-05-2023,7.64,8.5,6.95,7.22,,,,
Apr-06-2023,7.64,8.5,6.95,7.23,,,,
Apr-07-2023,7.64,8.5,6.95,7.23,,,,
Apr-08-2023,7.64,8.5,6.95,7.23,,,,
Apr-09-2023,7.64,8.5,6.95,7.23,,,,
Apr-10-2023,7.64,8.5,6.95,7.23,,,,
Apr-11-2023,7.62,8.5,6.95,7.24,,,,
Apr-12-2023,7.62,8.5,6.95,7.39,,,,
Apr-13-2023,7.62,8.5,6.95,7.39,,,,
Apr-14-2023,7.62,8.5,6.95,7.45,,,,
Apr-15-2023,7.62,8.5,6.95,7.45,,,,
Apr-16-2023,7.62,8.5,6.95,7.45,,,,
Apr-17-2023,7.62,8.5,6.95,7.45,,,,
Apr-18-2023,7.62,8.5,6.95,7.39,,,,
Apr-19-2023,7.62,8.5,6.95,7.48,,,,
Apr-20-2023,7.62,8.5,6.95,7.57,,,,
Apr-21-2023,7.62,8.5,6.95,7.64,,,,
Apr-22-2023,7.62,8.5,6.95,7.64,,,,
Apr-23-2023,7.62,8.5,6.95,7.64,,,,
Apr-24-2023,7.62,8.5,6.95,7.7,,,,
Apr-25-2023,7.62,8.5,6.95,7.7,,,,
Apr-26-2023,7.62,8.5,6.95,7.75,,,,
Apr-27-2023,7.62,8.5,6.95,7.69,,,,
Apr-28-2023,7.62,8.5,6.95,7.72,,,,
Apr-29-2023,7.62,8.5,6.95,7.72,,,,
Apr-30-2023,7.62,8.5,6.95,7.72,,,,
May-01-2023,7.64,8.5,6.95,7.58,,,,
May-02-2023,7.64,8.5,6.95,7.63,,,,
May-03-2023,7.64,8.5,6.95,7.52,,,,
May-04-2023,7.67,8.9,6.95,7.71,,,,
May-05-2023,7.68,8.9,6.95,7.9,,,,
May-06-2023,7.68,8.9,6.95,7.9,,,,
May-07-2023,7.68,8.9,6.95,7.9,,,,
May-08-2023,7.68,8.9,6.95,8.04,,,,
May-09-2023,7.68,8.9,6.95,8.12,,,,
May-10-2023,7.68,8.9,6.95,8.02,,,,
May-11-2023,7.68,8.9,6.95,8,,,,
May-12-2023,7.68,8.9,6.95,8.06,,,,
May-13-2023,7.68,8.9,6.95,8.06,,,,
May-14-2023,7.68,8.9,6.95,8.06,,,,
May-15-2023,7.68,8.9,6.95,8.13,,,,
May-16-2023,7.68,8.9,6.95,8.13,,,,
May-17-2023,7.68,8.9,6.95,8.07,,,,
May-18-2023,7.68,8.9,6.95,8.11,,,,
May-19-2023,7.68,8.9,6.95,8.16,,,,
May-20-2023,7.68,8.9,6.95,8.16,,,,
May-21-2023,7.76,8.9,6.95,8.16,,,,
May-22-2023,7.76,8.9,6.95,8.29,,,,
May-23-2023,7.76,8.9,6.95,8.22,,,,
May-24-2023,7.76,8.9,6.95,8.21,,,,
May-25-2023,7.76,8.9,6.95,8.25,,,,
May-26-2023,7.84,9.2,6.95,8.22,,,,
May-27-2023,7.84,9.2,6.95,8.22,,,,
May-28-2023,7.88,9.2,6.95,8.22,,,,
May-29-2023,7.88,9.2,6.95,8.46,,,,
May-30-2023,7.88,9.2,6.95,8.53,,,,
May-31-2023,7.88,9.2,6.95,8.45,,,,
Jun-01-2023,7.88,9.2,6.95,8.44,,,,
Jun-02-2023,7.88,9.2,6.95,8.37,,,,
Jun-03-2023,7.88,9.2,6.95,8.37,,,,
Jun-04-2023,7.88,9.2,6.95,8.37,,,,
Jun-05-2023,7.88,9.2,6.95,8.4,,,,
Jun-06-2023,7.88,9.2,6.95,8.47,,,,
Jun-07-2023,7.88,9.2,6.95,8.41,,,,
Jun-08-2023,7.88,9.2,6.95,8.39,,,,
Jun-09-2023,7.88,9.2,6.95,8.48,,,,
Jun-10-2023,7.88,9.2,6.95,8.48,,,,
Jun-11-2023,7.88,9.2,6.95,8.48,,,,
Jun-12-2023,7.88,9.2,6.95,8.48,,,,
Jun-13-2023,7.88,9.2,6.95,8.51,,,,
Jun-14-2023,7.88,9.2,6.95,8.55,,,,
Jun-15-2023,7.88,9.2,6.95,8.6,,,,
Jun-16-2023,7.88,9.2,6.95,8.69,,,,
Jun-17-2023,7.88,9.2,6.95,8.69,,,,
Jun-18-2023,7.88,9.2,6.95,8.69,,,,
Jun-19-2023,7.88,9.2,6.95,8.8,,,,
Jun-20-2023,7.88,9.2,6.95,8.8,,,,
Jun-21-2023,7.88,9.2,6.95,8.85,,,,
Jun-22-2023,7.88,9.2,6.95,8.68,,,,
Jun-23-2023,7.88,9.2,6.95,8.57,,,,
Jun-24-2023,7.88,9.2,6.95,8.57,,,,
Jun-25-2023,7.88,9.2,6.95,8.57,,,,
Jun-26-2023,7.89,9.2,6.95,8.5,,,,
Jun-27-2023,7.89,9.2,6.95,8.37,,,,
Jun-28-2023,7.89,9.2,6.95,8.5,,,,
Jun-29-2023,7.89,9.2,6.95,8.47,,,,
Jun-30-2023,7.89,9.2,6.95,8.45,,,,
Jul-01-2023,7.89,9.2,6.95,8.45,,,,
Jul-02-2023,7.89,9.2,6.95,8.45,,,,
Jul-03-2023,7.93,9.7,6.95,8.43,,,,
Jul-04-2023,8,9.7,6.95,8.72,,,,
Jul-05-2023,8,9.7,6.95,8.69,,,,
Jul-06-2023,8,9.7,6.95,8.67,,,,
Jul-07-2023,8,9.7,6.95,8.53,,,,
Jul-08-2023,8,9.7,6.95,8.53,,,,
Jul-09-2023,8,9.7,6.95,8.53,,,,
Jul-10-2023,8.18,9.7,7,8.48,,,,
Jul-11-2023,8.18,9.7,7,8.49,,,,
Jul-12-2023,8.18,9.7,7,8.43,,,,
Jul-13-2023,8.18,9.7,7,8.28,,,,
Jul-14-2023,8.18,9.7,7,8.29,,,,
Jul-15-2023,8.18,9.7,7,8.29,,,,
Jul-16-2023,8.18,9.7,7,8.29,,,,
Jul-17-2023,8.23,9.7,7,8.14,,,,
Jul-18-2023,8.23,9.7,7,8.22,,,,
Jul-19-2023,8.27,9.7,7,8.25,,,,
Jul-20-2023,8.27,9.7,7,8.23,,,,
Jul-21-2023,8.27,9.7,7,8.22,,,,
Jul-22-2023,8.27,9.7,7,8.22,,,,
Jul-23-2023,8.3,9.7,7,8.22,,,,
Jul-24-2023,8.3,9.7,7,8.3,,,,
Jul-25-2023,8.3,9.7,7,8.35,,,,
Jul-26-2023,8.3,9.7,7,8.42,,,,
Jul-27-2023,8.3,9.7,7,8.35,,,,
Jul-28-2023,8.3,9.7,7,8.35,,,,
Jul-29-2023,8.3,9.7,7,8.35,,,,
Jul-30-2023,8.3,9.7,7,8.35,,,,
Jul-31-2023,8.3,9.7,7,8.28,,,,
Aug-01-2023,8.31,9.7,7,8.23,,,,
Aug-02-2023,8.31,9.7,7,8.12,,,,
Aug-03-2023,8.31,9.7,7,8.14,,,,
Aug-04-2023,8.29,9.7,7,8.15,,,,
Aug-05-2023,8.29,9.7,7,8.15,,,,
Aug-06-2023,8.29,9.7,7,8.15,,,,
Aug-07-2023,8.29,9.7,7,8.05,,,,
Aug-08-2023,8.29,9.7,7,8,,,,
Aug-09-2023,8.29,9.7,7,7.92,,,,
Aug-10-2023,8.29,9.7,7,7.91,,,,
Aug-11-2023,8.29,9.7,7,7.9,,,,
Aug-12-2023,8.29,9.7,7,7.9,,,,
Aug-13-2023,8.29,9.7,7,7.9,,,,
Aug-14-2023,8.29,9.7,7,7.87,,,,
Aug-15-2023,8.29,9.7,7,7.89,,,,
Aug-16-2023,8.29,9.7,7,7.81,,,,
Aug-17-2023,8.29,9.7,7,7.88,,,,
Aug-18-2023,8.29,9.7,7,8,,,,
Aug-19-2023,8.29,9.7,7,8,,,,
Aug-20-2023,8.29,9.7,7,8,,,,
Aug-21-2023,8.39,9.7,7.3,8.36,,,,
Aug-22-2023,8.42,9.7,7.3,7.76,,,,
Aug-23-2023,8.42,9.7,7.3,7.79,,,,
Aug-24-2023,8.42,9.7,7.3,7.99,,,,
Aug-25-2023,8.42,9.7,7.3,8.03,,,,
Aug-26-2023,8.42,9.7,7.3,8.03,,,,
Aug-27-2023,8.45,9.7,7.3,8.03,,,,
Aug-28-2023,8.45,9.7,7.3,8.12,,,,
Aug-29-2023,8.45,9.7,7.3,8.08,,,,
Aug-30-2023,8.45,9.7,7.3,8.16,,,,
Aug-31-2023,8.45,9.7,7.3,8.32,,,,
Sep-01-2023,8.45,9.7,7.3,8.24,,,,
Sep-02-2023,8.45,9.7,7.3,8.24,,,,
Sep-03-2023,8.45,9.7,7.3,8.24,,,,
Sep-04-2023,8.45,9.7,7.3,8.04,,,,
Sep-05-2023,8.45,9.7,7.3,7.95,,,,
Sep-06-2023,8.45,9.7,7.3,7.76,,,,
Sep-07-2023,8.45,9.7,7.3,7.59,,,,
Sep-08-2023,8.45,9.7,7.3,7.61,,,,
Sep-09-2023,8.45,9.7,7.3,7.61,,,,
Sep-10-2023,8.45,9.7,7.3,7.61,,,,
Sep-11-2023,8.45,9.7,7.3,7.79,,,,
Sep-12-2023,8.45,9.7,7.3,7.73,,,,
Sep-13-2023,8.45,9.7,7.3,7.71,,,,
Sep-14-2023,8.45,9.7,7.3,7.67,,,,
Sep-15-2023,8.45,9.7,7.3,7.72,,,,
Sep-16-2023,8.45,9.7,7.3,7.72,,,,
Sep-17-2023,8.45,9.7,7.3,7.72,,,,
Sep-18-2023,8.45,9.7,7.3,7.63,,,,
Sep-19-2023,8.45,9.7,7.3,7.6,,,,
Sep-20-2023,8.45,9.7,7.3,7.67,,,,
Sep-21-2023,8.45,9.7,7.3,7.54,,,,
Sep-22-2023,8.45,9.7,7.3,7.47,,,,
Sep-23-2023,8.45,9.7,7.3,7.47,,,,
Sep-24-2023,8.45,9.7,7.3,7.47,,,,
Sep-25-2023,8.45,9.7,7.3,7.56,,,,
Sep-26-2023,8.45,9.7,7.3,7.5,,,,
Sep-27-2023,8.45,9.7,7.3,7.43,,,,
Sep-28-2023,8.45,9.7,7.3,7.47,,,,
Sep-29-2023,8.45,9.7,7.3,7.43,,,,
Sep-30-2023,8.45,9.7,7.3,7.43,,,,
Oct-01-2023,8.45,9.7,7.3,7.43,,,,
Oct-02-2023,8.45,9.7,7.3,7.39,,,,
Oct-03-2023,8.45,9.7,7.3,7.32,,,,
Oct-04-2023,8.45,9.7,7.3,7.31,,,,
Oct-05-2023,8.45,9.7,7.3,7.52,,,,
Oct-06-2023,8.45,9.7,7.3,7.63,,,,
Oct-07-2023,8.45,9.7,7.3,7.63,,,,
Oct-08-2023,8.45,9.7,7.3,7.63,,,,
Oct-09-2023,8.45,9.7,7.3,7.6,,,,
Oct-10-2023,8.45,9.7,7.3,7.55,,,,
Oct-11-2023,8.38,9.7,7.3,7.64,,,,
Oct-12-2023,8.38,9.7,7.3,7.52,,,,
Oct-13-2023,8.38,9.7,7.3,7.38,,,,
Oct-14-2023,8.38,9.7,7.3,7.38,,,,
Oct-15-2023,8.38,9.7,7.3,7.38,,,,
Oct-16-2023,8.38,9.7,7.3,7.33,,,,
Oct-17-2023,8.38,9.7,7.3,7.38,,,,
Oct-18-2023,8.38,9.7,7.3,7.47,,,,
Oct-19-2023,8.38,9.7,7.3,7.38,,,,
Oct-20-2023,8.38,9.7,7.3,7.31,,,,
Oct-21-2023,8.38,9.7,7.3,7.31,,,,
Oct-22-2023,8.38,9.7,7.3,7.31,,,,
Oct-23-2023,8.38,9.7,7.3,7.28,,,,
Oct-24-2023,8.38,9.7,7.3,7.31,,,,
Oct-25-2023,8.38,9.7,7.3,7.28,,,,
Oct-26-2023,8.38,9.7,7.3,7.27,,,,
Oct-27-2023,8.38,9.7,7.3,7.2,,,,
Oct-28-2023,8.38,9.7,7.3,7.2,,,,
Oct-29-2023,8.38,9.7,7.3,7.2,,,,
Oct-30-2023,8.38,9.7,7.3,7.11,,,,
Oct-31-2023,8.38,9.7,7.3,7.24,,,,
Nov-01-2023,8.38,9.7,7.3,7.23,,,,
Nov-02-2023,8.38,9.7,7.3,7.28,,,,
Nov-03-2023,8.38,9.7,7.3,7.35,,,,
Nov-04-2023,8.38,9.7,7.3,7.35,,,,
Nov-05-2023,8.38,9.7,7.3,7.35,,,,
Nov-06-2023,8.33,9.7,7.3,7.34,,,,
Nov-07-2023,8.33,9.7,7.3,7.17,,,,
Nov-08-2023,8.33,9.7,7.3,7.12,,,,
Nov-09-2023,8.33,9.7,7.3,7.29,,,,
Nov-10-2023,8.3,9.5,7.3,7.29,,,,
Nov-11-2023,8.3,9.5,7.3,7.29,,,,
Nov-12-2023,8.19,9.5,7.3,7.29,,,,
Nov-13-2023,8.19,9.5,7.3,7.47,,,,
Nov-14-2023,8.19,9.5,7.3,7.55,,,,
Nov-15-2023,8.19,9.5,7.3,7.5,,,,
Nov-16-2023,8.19,9.5,7.3,7.48,,,,
Nov-17-2023,8.19,9.5,7.3,7.53,,,,
Nov-18-2023,8.19,9.5,7.3,7.53,,,,
Nov-19-2023,8.19,9.5,7.3,7.53,,,,
Nov-20-2023,8.19,9.5,7.3,7.53,,,,
Nov-21-2023,8.19,9.5,7.3,7.45,,,,
Nov-22-2023,8.19,9.5,7.3,7.47,,,,
Nov-23-2023,8.19,9.5,7.3,7.55,,,,
Nov-24-2023,8.19,9.5,7.3,7.58,,,,
Nov-25-2023,8.19,9.5,7.3,7.58,,,,
Nov-26-2023,8.19,9.5,7.3,7.58,,,,
Nov-27-2023,8.19,9.5,7.3,7.64,,,,
Nov-28-2023,8.19,9.5,7.3,7.6,,,,
Nov-29-2023,8.19,9.5,7.3,7.57,,,,
Nov-30-2023,8.19,9.5,7.3,7.58,,,,
Dec-01-2023,8.19,9.5,7.3,7.71,,,,
Dec-02-2023,8.19,9.5,7.3,7.71,,,,
Dec-03-2023,8.19,9.5,7.3,7.71,,,,
Dec-04-2023,8.19,9.5,7.3,7.66,,,,
Dec-05-2023,8.24,9.5,7.3,7.63,,,,
Dec-06-2023,8.24,9.5,7.3,7.99,,,,
Dec-07-2023,8.24,9.5,7.3,7.67,,,,
Dec-08-2023,8.24,9.5,7.3,7.46,,,,
Dec-09-2023,8.24,9.5,7.3,7.46,,,,
Dec-10-2023,8.24,9.5,7.3,7.46,,,,
Dec-11-2023,8.24,9.5,7.3,7.4,,,,
Dec-12-2023,8.24,9.5,7.3,7.44,,,,
Dec-13-2023,8.24,9.5,7.3,7.72,,,,
Dec-14-2023,8.24,9.5,7.3,7.46,,,,
Dec-15-2023,8.24,9.5,7.3,7.31,,,,
Dec-16-2023,8.24,9.5,7.3,7.31,,,,
Dec-17-2023,8.24,9.5,7.3,7.31,,,,
Dec-18-2023,8.24,9.5,7.3,7.35,,,,
Dec-19-2023,8.24,9.5,7.3,7.41,,,,
Dec-20-2023,8.24,9.5,7.3,7.4,,,,
Dec-21-2023,8.24,9.5,7.3,7.32,,,,
Dec-22-2023,8.24,9.5,7.3,7.33,,,,
Dec-23-2023,8.24,9.5,7.3,7.33,,,,
Dec-24-2023,8.24,9.5,7.3,7.33,,,,
Dec-25-2023,8.24,9.5,7.3,7.33,,,,
Dec-26-2023,8.24,9.5,7.3,7.33,,,,
Dec-27-2023,8.24,9.5,7.3,7.32,,,,
Dec-28-2023,8.24,9.5,7.3,7.38,,,,
Dec-29-2023,8.24,9.5,7.3,7.39,,,,
Dec-30-2023,8.24,9.5,7.3,7.39,,,,
Dec-31-2023,8.24,9.5,7.3,7.39,,,,
Jan-01-2024,8.24,9.5,7.3,7.39,,,,
Jan-02-2024,8.25,9.5,7.3,7.38,,,,
Jan-03-2024,8.25,9.5,7.3,7.46,,,,
Jan-04-2024,8.27,9.5,7.3,7.47,,,,
Jan-05-2024,8.27,9.5,7.3,7.56,,,,
Jan-06-2024,8.27,9.5,7.3,7.56,,,,
Jan-07-2024,8.27,9.5,7.3,7.56,,,,
Jan-08-2024,8.27,9.5,7.3,7.53,,,,
Jan-09-2024,8.27,9.5,7.3,7.56,,,,
Jan-10-2024,8.27,9.5,7.3,7.47,,,,
Jan-11-2024,8.3,9.5,7.3,7.59,,,,
Jan-12-2024,8.3,9.5,7.3,7.55,,,,
Jan-13-2024,8.3,9.5,7.3,7.55,,,,
Jan-14-2024,8.3,9.5,7.3,7.55,,,,
Jan-15-2024,8.3,9.5,7.3,7.54,,,,
Jan-16-2024,8.3,9.5,7.3,7.51,,,,
Jan-17-2024,8.3,9.5,7.3,7.5,,,,
Jan-18-2024,8.3,9.5,7.3,7.67,,,,
Jan-19-2024,8.3,9.5,7.3,7.78,,,,
Jan-20-2024,8.3,9.5,7.3,7.78,,,,
Jan-21-2024,8.3,9.5,7.3,7.78,,,,
Jan-22-2024,8.3,9.5,7.3,7.96,,,,
Jan-23-2024,8.3,9.5,7.3,8,,,,
Jan-24-2024,8.3,9.5,7.3,7.99,,,,
Jan-25-2024,8.3,9.5,7.3,7.97,,,,
Jan-26-2024,8.3,9.5,7.3,7.97,,,,
Jan-27-2024,8.3,9.5,7.3,7.97,,,,
Jan-28-2024,8.3,9.5,7.3,7.97,,,,
Jan-29-2024,8.3,9.5,7.3,8,,,,
Jan-30-2024,8.3,9.5,7.3,7.94,,,,
Jan-31-2024,8.3,9.5,7.3,8.14,,,,
Feb-01-2024,8.3,9.5,7.3,8,,,,
Feb-02-2024,8.3,9.5,7.3,8.01,,,,
Feb-03-2024,8.3,9.5,7.3,8.01,,,,
Feb-04-2024,8.3,9.5,7.3,8.01,,,,
Feb-05-2024,8.3,9.5,7.3,7.98,,,,
Feb-06-2024,8.3,9.5,7.3,7.98,,,,
Feb-07-2024,8.3,9.5,7.3,8.03,,,,
Feb-08-2024,8.31,9.5,7.3,8.15,,,,
Feb-09-2024,8.31,9.5,7.3,8.05,,,,
Feb-10-2024,8.31,9.5,7.3,8.05,,,,
Feb-11-2024,8.31,9.5,7.3,8.05,,,,
Feb-12-2024,8.31,9.5,7.3,8.03,,,,
Feb-13-2024,8.31,9.5,7.3,8.1,,,,
Feb-14-2024,8.31,9.5,7.3,8,,,,
Feb-15-2024,8.31,9.5,7.3,8.04,,,,
Feb-16-2024,8.31,9.5,7.3,8.06,,,,
Feb-17-2024,8.31,9.5,7.3,8.06,,,,
Feb-18-2024,8.31,9.5,7.3,8.06,,,,
Feb-19-2024,8.31,9.5,7.3,8.09,,,,
Feb-20-2024,8.31,9.5,7.3,8.22,,,,
Feb-21-2024,8.31,9.5,7.3,8.09,,,,
Feb-22-2024,8.31,9.5,7.3,8.12,,,,
Feb-23-2024,8.31,9.5,7.3,8.18,,,,
Feb-24-2024,8.31,9.5,7.3,8.18,,,,
Feb-25-2024,8.31,9.5,7.3,8.18,,,,
Feb-26-2024,8.17,9.3,7.3,7.72,,,,
Feb-27-2024,8.15,9.3,7.3,7.56,,,,
Feb-28-2024,8.15,9.3,7.3,7.38,,,,
Feb-29-2024,8.15,9.3,7.3,7.32,,,,
Mar-01-2024,8.15,9.3,7.3,7.52,,,,
Mar-02-2024,8.15,9.3,7.3,7.52,,,,
Mar-03-2024,8.15,9.3,7.3,7.52,,,,
Mar-04-2024,8.15,9.3,7.3,7.59,,,,
Mar-05-2024,8.16,9.3,7.3,7.85,,,,
Mar-06-2024,8.16,9.3,7.3,7.92,,,,
Mar-07-2024,8.16,9.3,7.3,7.75,,,,
Mar-08-2024,8.16,9.3,7.3,7.99,,,,
Mar-09-2024,8.16,9.3,7.3,7.99,,,,
Mar-10-2024,8.16,9.3,7.3,7.99,,,,
Mar-11-2024,8.16,9.3,7.3,7.95,,,,
Mar-12-2024,8.16,9.3,7.3,7.91,,,,
Mar-13-2024,8.16,9.3,7.3,7.88,,,,
Mar-14-2024,8.16,9.3,7.3,7.83,,,,
Mar-15-2024,8.16,9.3,7.3,7.9,,,,
Mar-16-2024,8.16,9.3,7.3,7.9,,,,
Mar-17-2024,8.16,9.3,7.3,7.9,,,,
Mar-18-2024,8.16,9.3,7.3,7.83,,,,
Mar-19-2024,8.16,9.3,7.3,7.74,,,,
Mar-20-2024,8.16,9.3,7.3,7.61,,,,
Mar-21-2024,8.16,9.3,7.3,7.6,,,,
Mar-22-2024,8.23,9.3,7.3,7.68,,,,
Mar-23-2024,8.23,9.3,7.3,7.68,,,,
Mar-24-2024,8.23,9.3,7.3,7.68,,,,
Mar-25-2024,8.23,9.3,7.3,7.65,,,,
Mar-26-2024,8.23,9.3,7.3,7.65,,,,
Mar-27-2024,8.23,9.3,7.3,7.78,,,,
Mar-28-2024,8.23,9.3,7.3,7.86,,,,
Mar-29-2024,8.23,9.3,7.3,7.86,,,,
Mar-30-2024,8.23,9.3,7.3,7.86,,,,
Mar-31-2024,8.23,9.3,7.3,7.86,,,,
Apr-01-2024,8.23,9.3,7.3,7.86,,,,
Apr-02-2024,8.23,9.3,7.3,7.98,,,,
Apr-03-2024,8.24,9.3,7.3,7.72,,,,
Apr-04-2024,8.24,9.3,7.3,7.76,,,,
Apr-05-2024,8.26,9.3,7.3,7.69,,,,
Apr-06-2024,8.26,9.3,7.3,7.69,,,,
Apr-07-2024,8.26,9.3,7.3,7.69,,,,
Apr-08-2024,8.26,9.3,7.3,7.81,,,,
Apr-09-2024,8.26,9.3,7.3,7.82,,,,
Apr-10-2024,8.26,9.3,7.3,7.79,,,,
Apr-11-2024,8.26,9.3,7.3,7.7,,,,
Apr-12-2024,8.26,9.3,7.3,7.76,,,,
Apr-13-2024,8.26,9.3,7.3,7.76,,,,
Apr-14-2024,8.26,9.3,7.3,7.76,,,,
Apr-15-2024,8.26,9.3,7.3,7.75,,,,
Apr-16-2024,8.26,9.3,7.3,7.52,,,,
Apr-17-2024,8.26,9.3,7.3,7.61,,,,
Apr-18-2024,8.26,9.3,7.3,7.56,,,,
